Timestamp,"Data
",,,
00:39.9,"Roll: -28.59 degrees, Pitch: -16.09 degrees",,,
00:39.9,"Roll: -28.47 degrees, Pitch: -15.59 degrees",,,
00:39.9,"Roll: -29.39 degrees, Pitch: -15.61 degrees",,,
00:40.0,"Roll: -29.14 degrees, Pitch: -15.89 degrees",,,
00:40.0,"Roll: -29.04 degrees, Pitch: -15.75 degrees",,,
00:40.0,"Roll: -28.83 degrees, Pitch: -16.01 degrees",,,
00:40.0,"Roll: -28.99 degrees, Pitch: -15.81 degrees",,,
00:40.0,"Roll: -28.82 degrees, Pitch: -16.01 degrees",,,
00:40.0,"Roll: -28.52 degrees, Pitch: -16.37 degrees",,,
00:40.0,"Roll: -28.45 degrees, Pitch: -16.53 degrees",,,
00:40.0,"Roll: -28.78 degrees, Pitch: -16.22 degrees",,,
00:40.0,"Roll: -28.65 degrees, Pitch: -16.03 degrees",,,
00:40.1,"Roll: -29.07 degrees, Pitch: -15.98 degrees",,,
00:40.1,"Roll: -29.20 degrees, Pitch: -16.40 degrees",,,
00:40.1,"Roll: -28.47 degrees, Pitch: -16.65 degrees",,,
00:40.1,"Roll: -29.03 degrees, Pitch: -16.49 degrees",,,
00:40.1,"Roll: -28.88 degrees, Pitch: -16.51 degrees",,,
00:40.1,"Roll: -28.96 degrees, Pitch: -16.39 degrees",,,
00:40.1,"Roll: -28.87 degrees, Pitch: -16.60 degrees",,,
00:40.1,"Roll: -28.66 degrees, Pitch: -16.65 degrees",,,
00:40.1,"Roll: -28.70 degrees, Pitch: -16.90 degrees",,,
00:40.1,"Roll: -29.20 degrees, Pitch: -16.58 degrees",,,
00:40.2,"Roll: -28.39 degrees, Pitch: -16.77 degrees",,,
00:40.2,"Roll: -28.61 degrees, Pitch: -17.06 degrees",,,
00:40.2,"Roll: -28.71 degrees, Pitch: -17.16 degrees",,,
00:40.2,"Roll: -28.31 degrees, Pitch: -16.39 degrees",,,
00:40.2,"Roll: -28.83 degrees, Pitch: -15.56 degrees",,,
00:40.2,"Roll: -28.63 degrees, Pitch: -16.24 degrees",,,
00:40.2,"Roll: -27.99 degrees, Pitch: -16.94 degrees",,,
00:40.2,"Roll: -28.04 degrees, Pitch: -16.74 degrees",,,
00:40.2,"Roll: -27.92 degrees, Pitch: -17.08 degrees",,,
00:40.3,"Roll: -27.64 degrees, Pitch: -16.85 degrees",,,
00:40.3,"Roll: -27.73 degrees, Pitch: -16.73 degrees",,,
00:40.3,"Roll: -28.99 degrees, Pitch: -16.60 degrees",,,
00:40.3,"Roll: -29.53 degrees, Pitch: -16.92 degrees",,,
00:40.3,"Roll: -29.37 degrees, Pitch: -17.41 degrees",,,
00:40.3,"Roll: -28.66 degrees, Pitch: -17.42 degrees",,,
00:40.3,"Roll: -28.71 degrees, Pitch: -17.20 degrees",,,
00:40.3,"Roll: -28.46 degrees, Pitch: -17.35 degrees",,,
00:40.3,"Roll: -28.65 degrees, Pitch: -16.63 degrees",,,
00:40.4,"Roll: -29.49 degrees, Pitch: -16.85 degrees",,,
00:40.4,"Roll: -28.97 degrees, Pitch: -16.14 degrees",,,
00:40.4,"Roll: -28.36 degrees, Pitch: -16.38 degrees",,,
00:40.4,"Roll: -28.75 degrees, Pitch: -16.49 degrees",,,
00:40.4,"Roll: -28.45 degrees, Pitch: -16.23 degrees",,,
00:40.4,"Roll: -28.92 degrees, Pitch: -16.43 degrees",,,
00:40.4,"Roll: -28.28 degrees, Pitch: -16.73 degrees",,,
00:40.4,"Roll: -28.02 degrees, Pitch: -16.99 degrees",,,
00:40.4,"Roll: -27.89 degrees, Pitch: -16.77 degrees",,,
00:40.5,"Roll: -27.80 degrees, Pitch: -16.29 degrees",,,
00:40.5,"Roll: -28.04 degrees, Pitch: -16.30 degrees",,,
00:40.5,"Roll: -27.82 degrees, Pitch: -16.34 degrees",,,
00:40.5,"Roll: -27.30 degrees, Pitch: -16.32 degrees",,,
00:40.5,"Roll: -27.72 degrees, Pitch: -16.75 degrees",,,
00:40.5,"Roll: -27.92 degrees, Pitch: -16.64 degrees",,,
00:40.5,"Roll: -27.79 degrees, Pitch: -16.91 degrees",,,
00:40.5,"Roll: -27.57 degrees, Pitch: -17.11 degrees",,,
00:40.5,"Roll: -28.12 degrees, Pitch: -16.71 degrees",,,
00:40.6,"Roll: -28.01 degrees, Pitch: -16.88 degrees",,,
00:40.6,"Roll: -27.65 degrees, Pitch: -16.61 degrees",,,
00:40.6,"Roll: -27.67 degrees, Pitch: -16.52 degrees",,,
00:40.6,"Roll: -27.56 degrees, Pitch: -16.85 degrees",,,
00:40.6,"Roll: -27.38 degrees, Pitch: -17.06 degrees",,,
00:40.6,"Roll: -27.08 degrees, Pitch: -17.45 degrees",,,
00:40.6,"Roll: -27.05 degrees, Pitch: -16.83 degrees",,,
00:40.6,"Roll: -28.20 degrees, Pitch: -17.26 degrees",,,
00:40.6,"Roll: -27.64 degrees, Pitch: -17.77 degrees",,,
00:40.7,"Roll: -27.42 degrees, Pitch: -17.09 degrees",,,
00:40.7,"Roll: -27.30 degrees, Pitch: -16.97 degrees",,,
00:40.7,"Roll: -27.69 degrees, Pitch: -16.88 degrees",,,
00:40.7,"Roll: -27.82 degrees, Pitch: -17.13 degrees",,,
00:40.7,"Roll: -27.88 degrees, Pitch: -16.96 degrees",,,
00:40.7,"Roll: -27.15 degrees, Pitch: -17.03 degrees",,,
00:40.7,"Roll: -27.17 degrees, Pitch: -16.64 degrees",,,
00:40.7,"Roll: -27.79 degrees, Pitch: -16.54 degrees",,,
00:40.7,"Roll: -27.39 degrees, Pitch: -16.77 degrees",,,
00:40.8,"Roll: -27.94 degrees, Pitch: -16.42 degrees",,,
00:40.8,"Roll: -27.50 degrees, Pitch: -16.50 degrees",,,
00:40.8,"Roll: -27.55 degrees, Pitch: -16.28 degrees",,,
00:40.8,"Roll: -27.80 degrees, Pitch: -16.37 degrees",,,
00:40.8,"Roll: -27.78 degrees, Pitch: -17.18 degrees",,,
00:40.8,"Roll: -27.52 degrees, Pitch: -16.91 degrees",,,
00:40.8,"Roll: -27.69 degrees, Pitch: -16.39 degrees",,,
00:40.8,"Roll: -27.86 degrees, Pitch: -16.49 degrees",,,
00:40.8,"Roll: -28.12 degrees, Pitch: -16.70 degrees",,,
00:40.9,"Roll: -27.51 degrees, Pitch: -16.32 degrees",,,
00:40.9,"Roll: -27.67 degrees, Pitch: -16.00 degrees",,,
00:40.9,"Roll: -27.99 degrees, Pitch: -16.23 degrees",,,
00:40.9,"Roll: -27.59 degrees, Pitch: -16.32 degrees",,,
00:40.9,"Roll: -27.63 degrees, Pitch: -16.66 degrees",,,
00:40.9,"Roll: -27.86 degrees, Pitch: -17.22 degrees",,,
00:40.9,"Roll: -27.48 degrees, Pitch: -17.30 degrees",,,
00:40.9,"Roll: -27.84 degrees, Pitch: -17.11 degrees",,,
00:40.9,"Roll: -27.57 degrees, Pitch: -17.54 degrees",,,
00:41.0,"Roll: -28.31 degrees, Pitch: -16.74 degrees",,,
00:41.0,"Roll: -28.47 degrees, Pitch: -16.65 degrees",,,
00:41.0,"Roll: -28.05 degrees, Pitch: -16.63 degrees",,,
00:41.0,"Roll: -27.88 degrees, Pitch: -16.82 degrees",,,
00:41.0,"Roll: -28.02 degrees, Pitch: -16.47 degrees",,,
00:41.0,"Roll: -28.25 degrees, Pitch: -16.77 degrees",,,
00:41.0,"Roll: -27.56 degrees, Pitch: -16.94 degrees",,,
00:41.0,"Roll: -27.84 degrees, Pitch: -17.36 degrees",,,
00:41.0,"Roll: -28.67 degrees, Pitch: -16.83 degrees",,,
00:41.1,"Roll: -27.71 degrees, Pitch: -17.09 degrees",,,
00:41.1,"Roll: -27.43 degrees, Pitch: -16.83 degrees",,,
00:41.1,"Roll: -27.27 degrees, Pitch: -17.06 degrees",,,
00:41.1,"Roll: -27.42 degrees, Pitch: -17.34 degrees",,,
00:41.1,"Roll: -26.66 degrees, Pitch: -17.54 degrees",,,
00:41.1,"Roll: -27.29 degrees, Pitch: -17.45 degrees",,,
00:41.1,"Roll: -28.16 degrees, Pitch: -17.03 degrees",,,
00:41.1,"Roll: -27.22 degrees, Pitch: -16.92 degrees",,,
00:41.1,"Roll: -27.33 degrees, Pitch: -17.15 degrees",,,
00:41.2,"Roll: -26.93 degrees, Pitch: -16.68 degrees",,,
00:41.2,"Roll: -27.18 degrees, Pitch: -17.14 degrees",,,
00:41.2,"Roll: -27.53 degrees, Pitch: -17.22 degrees",,,
00:41.2,"Roll: -27.88 degrees, Pitch: -17.36 degrees",,,
00:41.2,"Roll: -27.48 degrees, Pitch: -17.78 degrees",,,
00:41.2,"Roll: -27.37 degrees, Pitch: -17.74 degrees",,,
00:41.2,"Roll: -27.59 degrees, Pitch: -17.46 degrees",,,
00:41.2,"Roll: -27.77 degrees, Pitch: -17.31 degrees",,,
00:41.2,"Roll: -27.58 degrees, Pitch: -17.21 degrees",,,
00:41.2,"Roll: -27.40 degrees, Pitch: -16.72 degrees",,,
00:41.3,"Roll: -27.46 degrees, Pitch: -17.43 degrees",,,
00:41.3,"Roll: -27.13 degrees, Pitch: -17.24 degrees",,,
00:41.3,"Roll: -27.15 degrees, Pitch: -17.55 degrees",,,
00:41.3,"Roll: -26.90 degrees, Pitch: -17.62 degrees",,,
00:41.3,"Roll: -27.32 degrees, Pitch: -17.44 degrees",,,
00:41.3,"Roll: -27.92 degrees, Pitch: -17.26 degrees",,,
00:41.3,"Roll: -27.79 degrees, Pitch: -17.11 degrees",,,
00:41.3,"Roll: -27.65 degrees, Pitch: -17.60 degrees",,,
00:41.3,"Roll: -27.24 degrees, Pitch: -17.43 degrees",,,
00:41.4,"Roll: -27.60 degrees, Pitch: -17.21 degrees",,,
00:41.4,"Roll: -27.07 degrees, Pitch: -17.16 degrees",,,
00:41.4,"Roll: -27.58 degrees, Pitch: -17.60 degrees",,,
00:41.4,"Roll: -26.82 degrees, Pitch: -17.60 degrees",,,
00:41.4,"Roll: -27.53 degrees, Pitch: -17.74 degrees",,,
00:41.4,"Roll: -27.61 degrees, Pitch: -17.66 degrees",,,
00:41.4,"Roll: -27.85 degrees, Pitch: -17.62 degrees",,,
00:41.4,"Roll: -27.26 degrees, Pitch: -17.17 degrees",,,
00:41.4,"Roll: -27.49 degrees, Pitch: -17.36 degrees",,,
00:41.5,"Roll: -27.41 degrees, Pitch: -17.29 degrees",,,
00:41.5,"Roll: -27.07 degrees, Pitch: -17.52 degrees",,,
00:41.5,"Roll: -27.30 degrees, Pitch: -17.35 degrees",,,
00:41.5,"Roll: -27.83 degrees, Pitch: -17.05 degrees",,,
00:41.5,"Roll: -27.27 degrees, Pitch: -17.39 degrees",,,
00:41.5,"Roll: -26.88 degrees, Pitch: -17.63 degrees",,,
00:41.5,"Roll: -27.04 degrees, Pitch: -17.38 degrees",,,
00:41.5,"Roll: -27.23 degrees, Pitch: -17.45 degrees",,,
00:41.5,"Roll: -27.69 degrees, Pitch: -17.35 degrees",,,
00:41.6,"Roll: -27.05 degrees, Pitch: -17.83 degrees",,,
00:41.6,"Roll: -27.11 degrees, Pitch: -17.65 degrees",,,
00:41.6,"Roll: -27.74 degrees, Pitch: -17.84 degrees",,,
00:41.6,"Roll: -27.45 degrees, Pitch: -17.76 degrees",,,
00:41.6,"Roll: -27.69 degrees, Pitch: -17.56 degrees",,,
00:41.6,"Roll: -27.39 degrees, Pitch: -18.16 degrees",,,
00:41.6,"Roll: -27.24 degrees, Pitch: -18.17 degrees",,,
00:41.6,"Roll: -26.93 degrees, Pitch: -17.52 degrees",,,
00:41.6,"Roll: -26.66 degrees, Pitch: -17.27 degrees",,,
00:41.7,"Roll: -27.25 degrees, Pitch: -17.62 degrees",,,
00:41.7,"Roll: -27.05 degrees, Pitch: -17.31 degrees",,,
00:41.7,"Roll: -27.25 degrees, Pitch: -17.48 degrees",,,
00:41.7,"Roll: -27.32 degrees, Pitch: -17.60 degrees",,,
00:41.7,"Roll: -27.03 degrees, Pitch: -17.40 degrees",,,
00:41.7,"Roll: -27.13 degrees, Pitch: -17.70 degrees",,,
00:41.7,"Roll: -27.34 degrees, Pitch: -18.36 degrees",,,
00:41.7,"Roll: -26.92 degrees, Pitch: -17.70 degrees",,,
00:41.7,"Roll: -27.61 degrees, Pitch: -17.20 degrees",,,
00:41.8,"Roll: -27.46 degrees, Pitch: -17.86 degrees",,,
00:41.8,"Roll: -27.51 degrees, Pitch: -17.37 degrees",,,
00:41.8,"Roll: -27.42 degrees, Pitch: -17.78 degrees",,,
00:41.8,"Roll: -27.51 degrees, Pitch: -17.93 degrees",,,
00:41.8,"Roll: -27.34 degrees, Pitch: -17.93 degrees",,,
00:41.8,"Roll: -27.45 degrees, Pitch: -17.85 degrees",,,
00:41.8,"Roll: -27.72 degrees, Pitch: -17.48 degrees",,,
00:41.8,"Roll: -27.85 degrees, Pitch: -17.54 degrees",,,
00:41.8,"Roll: -28.06 degrees, Pitch: -17.26 degrees",,,
00:41.9,"Roll: -27.63 degrees, Pitch: -17.14 degrees",,,
00:41.9,"Roll: -27.10 degrees, Pitch: -17.61 degrees",,,
00:41.9,"Roll: -27.04 degrees, Pitch: -17.31 degrees",,,
00:41.9,"Roll: -27.19 degrees, Pitch: -17.57 degrees",,,
00:41.9,"Roll: -27.73 degrees, Pitch: -17.90 degrees",,,
00:41.9,"Roll: -27.53 degrees, Pitch: -17.41 degrees",,,
00:41.9,"Roll: -27.62 degrees, Pitch: -17.76 degrees",,,
00:41.9,"Roll: -27.75 degrees, Pitch: -18.06 degrees",,,
00:41.9,"Roll: -27.31 degrees, Pitch: -17.43 degrees",,,
00:42.0,"Roll: -27.81 degrees, Pitch: -17.33 degrees",,,
00:42.0,"Roll: -27.57 degrees, Pitch: -17.52 degrees",,,
00:42.0,"Roll: -28.10 degrees, Pitch: -17.70 degrees",,,
00:42.0,"Roll: -27.48 degrees, Pitch: -17.62 degrees",,,
00:42.0,"Roll: -27.12 degrees, Pitch: -17.82 degrees",,,
00:42.0,"Roll: -27.65 degrees, Pitch: -17.99 degrees",,,
00:42.0,"Roll: -27.61 degrees, Pitch: -17.37 degrees",,,
00:42.0,"Roll: -27.60 degrees, Pitch: -17.69 degrees",,,
00:42.0,"Roll: -27.57 degrees, Pitch: -17.59 degrees",,,
00:42.1,"Roll: -27.53 degrees, Pitch: -17.25 degrees",,,
00:42.1,"Roll: -27.40 degrees, Pitch: -17.72 degrees",,,
00:42.1,"Roll: -27.63 degrees, Pitch: -18.09 degrees",,,
00:42.1,"Roll: -28.00 degrees, Pitch: -17.99 degrees",,,
00:42.1,"Roll: -27.60 degrees, Pitch: -17.54 degrees",,,
00:42.1,"Roll: -27.92 degrees, Pitch: -18.04 degrees",,,
00:42.1,"Roll: -27.58 degrees, Pitch: -17.80 degrees",,,
00:42.1,"Roll: -27.50 degrees, Pitch: -17.22 degrees",,,
00:42.1,"Roll: -27.83 degrees, Pitch: -17.89 degrees",,,
00:42.2,"Roll: -27.37 degrees, Pitch: -18.02 degrees",,,
00:42.2,"Roll: -26.89 degrees, Pitch: -18.06 degrees",,,
