Timestamp,"Data
"
37:03.9,"Roll: -20.40 degrees, Pitch: -10.78 degrees"
37:03.9,"Roll: -19.63 degrees, Pitch: -13.83 degrees"
37:03.9,"Roll: -22.62 degrees, Pitch: -17.10 degrees"
37:03.9,"Roll: -23.42 degrees, Pitch: -14.71 degrees"
37:03.9,"Roll: -15.92 degrees, Pitch: -14.12 degrees"
37:03.9,"Roll: -4.49 degrees, Pitch: -14.93 degrees"
37:03.9,"Roll: 10.78 degrees, Pitch: -15.25 degrees"
37:03.9,"Roll: 20.11 degrees, Pitch: -16.57 degrees"
37:03.9,"Roll: 27.79 degrees, Pitch: -17.74 degrees"
37:04.0,"Roll: 35.60 degrees, Pitch: -18.49 degrees"
37:04.0,"Roll: 46.80 degrees, Pitch: -16.30 degrees"
37:04.0,"Roll: 52.97 degrees, Pitch: -14.33 degrees"
37:04.0,"Roll: 60.34 degrees, Pitch: -13.67 degrees"
37:04.0,"Roll: 73.78 degrees, Pitch: -13.70 degrees"
37:04.0,"Notification sent: Angle 40 detected"
37:04.1,"Notification sent: Angle 50 detected"
37:04.4,"Roll: 50.04 degrees, Pitch: -18.82 degrees"
37:04.4,"Roll: 38.53 degrees, Pitch: -26.79 degrees"
37:04.4,"Roll: 25.68 degrees, Pitch: -26.68 degrees"
37:04.4,"Roll: 20.56 degrees, Pitch: -23.59 degrees"
37:04.4,"Roll: 14.28 degrees, Pitch: -23.43 degrees"
37:04.5,"Roll: 8.82 degrees, Pitch: -23.63 degrees"
37:04.5,"Roll: 6.12 degrees, Pitch: -25.28 degrees"
37:04.5,"Roll: 4.34 degrees, Pitch: -20.08 degrees"
37:04.5,"Roll: 5.89 degrees, Pitch: -12.13 degrees"
37:04.5,"Roll: 9.63 degrees, Pitch: -11.69 degrees"
37:04.5,"Roll: 8.87 degrees, Pitch: -22.91 degrees"
37:04.5,"Roll: -1.50 degrees, Pitch: -26.30 degrees"
37:04.5,"Roll: -12.38 degrees, Pitch: -22.09 degrees"
37:04.5,"Roll: -19.38 degrees, Pitch: -17.97 degrees"
37:04.6,"Roll: -23.88 degrees, Pitch: -9.39 degrees"
37:04.6,"Roll: -20.42 degrees, Pitch: -5.38 degrees"
37:04.6,"Roll: -18.70 degrees, Pitch: -1.15 degrees"
37:04.6,"Roll: -25.15 degrees, Pitch: -4.75 degrees"
37:04.6,"Roll: -25.93 degrees, Pitch: -8.32 degrees"
37:04.6,"Roll: -19.35 degrees, Pitch: -11.54 degrees"
37:04.6,"Roll: -16.46 degrees, Pitch: -9.27 degrees"
37:04.6,"Roll: -18.20 degrees, Pitch: -8.90 degrees"
37:04.6,"Roll: -21.31 degrees, Pitch: -12.51 degrees"
37:04.7,"Roll: -23.09 degrees, Pitch: -12.93 degrees"
37:04.7,"Roll: -23.88 degrees, Pitch: -11.97 degrees"
37:04.7,"Roll: -25.07 degrees, Pitch: -12.15 degrees"
37:04.7,"Roll: -25.28 degrees, Pitch: -13.87 degrees"
37:04.7,"Roll: -24.05 degrees, Pitch: -15.11 degrees"
37:04.7,"Roll: -23.21 degrees, Pitch: -15.20 degrees"
37:04.7,"Roll: -23.36 degrees, Pitch: -15.72 degrees"
37:04.7,"Roll: -24.05 degrees, Pitch: -15.26 degrees"
37:04.7,"Roll: -24.63 degrees, Pitch: -15.15 degrees"
37:04.8,"Roll: -26.13 degrees, Pitch: -14.69 degrees"
37:04.8,"Roll: -26.69 degrees, Pitch: -15.01 degrees"
37:04.8,"Roll: -27.21 degrees, Pitch: -14.70 degrees"
37:04.8,"Roll: -26.89 degrees, Pitch: -14.27 degrees"
37:04.8,"Roll: -25.92 degrees, Pitch: -14.77 degrees"
37:04.8,"Roll: -23.92 degrees, Pitch: -15.82 degrees"
37:04.8,"Roll: -21.96 degrees, Pitch: -16.09 degrees"
37:04.8,"Roll: -21.50 degrees, Pitch: -15.23 degrees"
37:04.8,"Roll: -23.13 degrees, Pitch: -14.15 degrees"
37:04.9,"Roll: -23.61 degrees, Pitch: -14.02 degrees"
37:04.9,"Roll: -23.47 degrees, Pitch: -13.69 degrees"
37:04.9,"Roll: -23.48 degrees, Pitch: -13.14 degrees"
37:04.9,"Roll: -23.56 degrees, Pitch: -13.17 degrees"
37:04.9,"Roll: -23.69 degrees, Pitch: -13.13 degrees"
37:04.9,"Roll: -23.45 degrees, Pitch: -13.15 degrees"
37:04.9,"Roll: -23.51 degrees, Pitch: -13.00 degrees"
37:04.9,"Roll: -24.33 degrees, Pitch: -13.18 degrees"
37:04.9,"Roll: -24.73 degrees, Pitch: -12.86 degrees"
37:05.0,"Roll: -24.49 degrees, Pitch: -13.41 degrees"
37:05.0,"Roll: -24.44 degrees, Pitch: -12.80 degrees"
37:05.0,"Roll: -23.62 degrees, Pitch: -12.84 degrees"
37:05.0,"Roll: -23.46 degrees, Pitch: -12.91 degrees"
37:05.0,"Roll: -24.07 degrees, Pitch: -11.87 degrees"
37:05.0,"Roll: -24.04 degrees, Pitch: -11.22 degrees"
37:05.0,"Roll: -23.88 degrees, Pitch: -11.38 degrees"
37:05.0,"Roll: -23.90 degrees, Pitch: -11.72 degrees"
37:05.0,"Roll: -23.70 degrees, Pitch: -12.32 degrees"
37:05.1,"Roll: -23.64 degrees, Pitch: -12.25 degrees"
37:05.1,"Roll: -22.19 degrees, Pitch: -12.04 degrees"
37:05.1,"Roll: -22.65 degrees, Pitch: -12.08 degrees"
37:05.1,"Roll: -23.40 degrees, Pitch: -11.68 degrees"
37:05.1,"Roll: -23.38 degrees, Pitch: -11.93 degrees"
37:05.1,"Roll: -23.24 degrees, Pitch: -11.49 degrees"
37:05.1,"Roll: -22.67 degrees, Pitch: -11.49 degrees"
37:05.1,"Roll: -22.54 degrees, Pitch: -11.46 degrees"
37:05.1,"Roll: -23.05 degrees, Pitch: -11.46 degrees"
37:05.1,"Roll: -22.20 degrees, Pitch: -10.92 degrees"
37:05.2,"Roll: -21.21 degrees, Pitch: -12.59 degrees"
37:05.2,"Roll: -21.11 degrees, Pitch: -11.89 degrees"
37:05.2,"Roll: -21.73 degrees, Pitch: -10.85 degrees"
37:05.2,"Roll: -22.21 degrees, Pitch: -11.22 degrees"
37:05.2,"Roll: -22.10 degrees, Pitch: -11.15 degrees"
37:05.2,"Roll: -22.01 degrees, Pitch: -11.42 degrees"
37:05.2,"Roll: -22.29 degrees, Pitch: -11.51 degrees"
37:05.2,"Roll: -22.48 degrees, Pitch: -11.14 degrees"
37:05.2,"Roll: -22.79 degrees, Pitch: -11.00 degrees"
37:05.3,"Roll: -22.44 degrees, Pitch: -10.97 degrees"
37:05.3,"Roll: -22.78 degrees, Pitch: -11.03 degrees"
37:05.3,"Roll: -22.42 degrees, Pitch: -11.74 degrees"
37:05.3,"Roll: -21.84 degrees, Pitch: -11.61 degrees"
37:05.3,"Roll: -21.57 degrees, Pitch: -11.30 degrees"
37:05.3,"Roll: -21.69 degrees, Pitch: -11.37 degrees"
37:05.3,"Roll: -22.12 degrees, Pitch: -11.05 degrees"
37:05.3,"Roll: -21.91 degrees, Pitch: -10.58 degrees"
37:05.3,"Roll: -21.39 degrees, Pitch: -10.29 degrees"
37:05.4,"Roll: -21.19 degrees, Pitch: -10.65 degrees"
37:05.4,"Roll: -21.38 degrees, Pitch: -10.45 degrees"
37:05.4,"Roll: -21.40 degrees, Pitch: -10.79 degrees"
37:05.4,"Roll: -21.59 degrees, Pitch: -11.81 degrees"
37:05.4,"Roll: -21.67 degrees, Pitch: -11.20 degrees"
37:05.4,"Roll: -21.28 degrees, Pitch: -11.33 degrees"
37:05.4,"Roll: -20.85 degrees, Pitch: -11.61 degrees"
37:05.4,"Roll: -20.99 degrees, Pitch: -10.59 degrees"
37:05.4,"Roll: -21.87 degrees, Pitch: -9.86 degrees"
37:05.5,"Roll: -22.35 degrees, Pitch: -9.97 degrees"
37:05.5,"Roll: -22.27 degrees, Pitch: -9.52 degrees"
37:05.5,"Roll: -22.28 degrees, Pitch: -9.91 degrees"
37:05.5,"Roll: -21.81 degrees, Pitch: -10.44 degrees"
37:05.5,"Roll: -21.71 degrees, Pitch: -10.97 degrees"
37:05.5,"Roll: -21.53 degrees, Pitch: -10.67 degrees"
37:05.5,"Roll: -22.16 degrees, Pitch: -10.46 degrees"
37:05.5,"Roll: -22.16 degrees, Pitch: -10.56 degrees"
37:05.5,"Roll: -22.23 degrees, Pitch: -10.09 degrees"
37:05.6,"Roll: -22.35 degrees, Pitch: -10.36 degrees"
37:05.6,"Roll: -22.31 degrees, Pitch: -10.53 degrees"
37:05.6,"Roll: -22.21 degrees, Pitch: -9.80 degrees"
37:05.6,"Roll: -22.47 degrees, Pitch: -9.82 degrees"
37:05.6,"Roll: -22.54 degrees, Pitch: -9.69 degrees"
37:05.6,"Roll: -21.92 degrees, Pitch: -10.60 degrees"
37:05.6,"Roll: -21.75 degrees, Pitch: -10.30 degrees"
37:05.6,"Roll: -21.95 degrees, Pitch: -10.18 degrees"
37:05.6,"Roll: -21.87 degrees, Pitch: -9.85 degrees"
37:05.7,"Roll: -21.93 degrees, Pitch: -10.05 degrees"
37:05.7,"Roll: -21.75 degrees, Pitch: -10.38 degrees"
37:05.7,"Roll: -22.23 degrees, Pitch: -10.76 degrees"
37:05.7,"Roll: -22.33 degrees, Pitch: -10.70 degrees"
37:05.7,"Roll: -22.34 degrees, Pitch: -10.23 degrees"
37:05.7,"Roll: -21.47 degrees, Pitch: -10.46 degrees"
37:05.7,"Roll: -21.96 degrees, Pitch: -10.47 degrees"
37:05.7,"Roll: -21.91 degrees, Pitch: -10.42 degrees"
37:05.7,"Roll: -21.72 degrees, Pitch: -10.97 degrees"
37:05.8,"Roll: -21.83 degrees, Pitch: -11.46 degrees"
37:05.8,"Roll: -22.42 degrees, Pitch: -10.94 degrees"
37:05.8,"Roll: -22.53 degrees, Pitch: -10.34 degrees"
37:05.8,"Roll: -21.90 degrees, Pitch: -10.70 degrees"
37:05.8,"Roll: -21.43 degrees, Pitch: -10.10 degrees"
37:05.8,"Roll: -21.23 degrees, Pitch: -9.94 degrees"
37:05.8,"Roll: -20.98 degrees, Pitch: -10.08 degrees"
37:05.8,"Roll: -21.16 degrees, Pitch: -10.42 degrees"
37:05.8,"Roll: -21.12 degrees, Pitch: -9.62 degrees"
37:05.9,"Roll: -21.44 degrees, Pitch: -10.45 degrees"
37:05.9,"Roll: -21.46 degrees, Pitch: -10.41 degrees"
37:05.9,"Roll: -21.35 degrees, Pitch: -10.06 degrees"
37:05.9,"Roll: -21.29 degrees, Pitch: -10.55 degrees"
37:05.9,"Roll: -21.34 degrees, Pitch: -10.36 degrees"
37:05.9,"Roll: -21.57 degrees, Pitch: -9.85 degrees"
37:05.9,"Roll: -21.56 degrees, Pitch: -9.95 degrees"
37:05.9,"Roll: -21.60 degrees, Pitch: -10.11 degrees"
37:05.9,"Roll: -21.70 degrees, Pitch: -10.16 degrees"
37:06.0,"Roll: -21.92 degrees, Pitch: -10.49 degrees"
37:06.0,"Roll: -21.84 degrees, Pitch: -10.76 degrees"
37:06.0,"Roll: -21.56 degrees, Pitch: -10.87 degrees"
37:06.0,"Roll: -21.66 degrees, Pitch: -11.06 degrees"
37:06.0,"Roll: -21.51 degrees, Pitch: -10.82 degrees"
37:06.0,"Roll: -21.80 degrees, Pitch: -10.12 degrees"
37:06.0,"Roll: -21.71 degrees, Pitch: -9.94 degrees"
37:06.0,"Roll: -21.51 degrees, Pitch: -10.34 degrees"
37:06.0,"Roll: -21.41 degrees, Pitch: -10.02 degrees"
37:06.1,"Roll: -21.17 degrees, Pitch: -10.34 degrees"
37:06.1,"Roll: -21.26 degrees, Pitch: -10.39 degrees"
37:06.1,"Roll: -21.18 degrees, Pitch: -11.35 degrees"
37:06.1,"Roll: -21.44 degrees, Pitch: -10.80 degrees"
37:06.1,"Roll: -21.78 degrees, Pitch: -10.44 degrees"
37:06.1,"Roll: -21.52 degrees, Pitch: -11.03 degrees"
37:06.1,"Roll: -21.29 degrees, Pitch: -10.38 degrees"
37:06.1,"Roll: -21.33 degrees, Pitch: -11.05 degrees"
37:06.1,"Roll: -21.29 degrees, Pitch: -10.63 degrees"
37:06.2,"Roll: -21.00 degrees, Pitch: -10.92 degrees"
37:06.2,"Roll: -21.41 degrees, Pitch: -10.60 degrees"
37:06.2,"Roll: -21.53 degrees, Pitch: -10.96 degrees"
37:06.2,"Roll: -21.86 degrees, Pitch: -10.72 degrees"
37:06.2,"Roll: -22.03 degrees, Pitch: -10.61 degrees"
37:06.2,"Roll: -21.75 degrees, Pitch: -11.13 degrees"
37:06.2,"Roll: -21.94 degrees, Pitch: -10.85 degrees"
37:06.2,"Roll: -21.50 degrees, Pitch: -10.68 degrees"
37:06.2,"Roll: -21.45 degrees, Pitch: -10.75 degrees"
37:06.3,"Roll: -21.30 degrees, Pitch: -10.75 degrees"
37:06.3,"Roll: -21.54 degrees, Pitch: -11.26 degrees"
37:06.3,"Roll: -21.54 degrees, Pitch: -11.22 degrees"
37:06.3,"Roll: -21.43 degrees, Pitch: -11.46 degrees"
37:06.3,"Roll: -21.34 degrees, Pitch: -11.49 degrees"
37:06.3,"Roll: -21.44 degrees, Pitch: -11.13 degrees"
37:06.3,"Roll: -21.47 degrees, Pitch: -10.69 degrees"
37:06.3,"Roll: -21.33 degrees, Pitch: -10.70 degrees"
37:06.3,"Roll: -21.51 degrees, Pitch: -10.63 degrees"
37:06.3,"Roll: -21.07 degrees, Pitch: -9.74 degrees"
37:06.4,"Roll: -21.11 degrees, Pitch: -10.01 degrees"
37:06.4,"Roll: -20.70 degrees, Pitch: -10.37 degrees"
37:06.4,"Roll: -20.34 degrees, Pitch: -10.10 degrees"
37:06.4,"Roll: -20.73 degrees, Pitch: -10.38 degrees"
37:06.4,"Roll: -20.81 degrees, Pitch: -10.70 degrees"
37:06.4,"Roll: -21.01 degrees, Pitch: -10.37 degrees"
37:06.4,"Roll: -20.89 degrees, Pitch: -10.06 degrees"
37:06.4,"Roll: -20.93 degrees, Pitch: -10.25 degrees"
37:06.4,"Roll: -20.84 degrees, Pitch: -9.80 degrees"
37:06.5,"Roll: -21.04 degrees, Pitch: -10.03 degrees"
37:06.5,"Roll: -20.84 degrees, Pitch: -9.75 degrees"
37:06.5,"Roll: -21.63 degrees, Pitch: -10.11 degrees"
37:06.5,"Roll: -22.04 degrees, Pitch: -9.99 degrees"
37:06.5,"Roll: -22.09 degrees, Pitch: -10.12 degrees"
37:06.5,"Roll: -21.83 degrees, Pitch: -10.13 degrees"
37:06.5,"Roll: -21.73 degrees, Pitch: -10.75 degrees"
37:06.5,"Roll: -21.09 degrees, Pitch: -10.37 degrees"
37:06.5,"Roll: -21.36 degrees, Pitch: -10.22 degrees"
37:06.6,"Roll: -21.36 degrees, Pitch: -10.79 degrees"
37:06.6,"Roll: -21.31 degrees, Pitch: -10.54 degrees"
37:06.6,"Roll: -20.88 degrees, Pitch: -10.78 degrees"
37:06.6,"Roll: -20.93 degrees, Pitch: -11.45 degrees"
37:06.6,"Roll: -20.77 degrees, Pitch: -11.44 degrees"
37:06.6,"Roll: -20.60 degrees, Pitch: -11.26 degrees"
37:06.6,"Roll: -20.58 degrees, Pitch: -11.07 degrees"
37:06.6,"Roll: -20.29 degrees, Pitch: -10.88 degrees"
37:06.6,"Roll: -20.52 degrees, Pitch: -10.01 degrees"
37:06.7,"Roll: -19.94 degrees, Pitch: -9.87 degrees"
37:06.7,"Roll: -20.29 degrees, Pitch: -9.98 degrees"
37:06.7,"Roll: -20.47 degrees, Pitch: -9.53 degrees"
37:06.7,"Roll: -20.30 degrees, Pitch: -9.48 degrees"
37:06.7,"Roll: -20.15 degrees, Pitch: -9.92 degrees"
37:06.7,"Roll: -20.12 degrees, Pitch: -9.98 degrees"
37:06.7,"Roll: -20.35 degrees, Pitch: -10.35 degrees"
37:06.7,"Roll: -20.93 degrees, Pitch: -10.53 degrees"
37:06.7,"Roll: -21.49 degrees, Pitch: -10.92 degrees"
37:06.8,"Roll: -20.87 degrees, Pitch: -10.77 degrees"
37:06.8,"Roll: -20.70 degrees, Pitch: -10.54 degrees"
37:06.8,"Roll: -20.45 degrees, Pitch: -11.08 degrees"
37:06.8,"Roll: -20.82 degrees, Pitch: -10.55 degrees"
37:06.8,"Roll: -21.15 degrees, Pitch: -10.44 degrees"
37:06.8,"Roll: -21.25 degrees, Pitch: -10.90 degrees"
37:06.8,"Roll: -21.70 degrees, Pitch: -10.81 degrees"
37:06.8,"Roll: -21.04 degrees, Pitch: -11.12 degrees"
37:06.8,"Roll: -20.68 degrees, Pitch: -11.43 degrees"
37:06.9,"Roll: -20.87 degrees, Pitch: -11.30 degrees"
37:06.9,"Roll: -21.24 degrees, Pitch: -11.31 degrees"
37:06.9,"Roll: -21.31 degrees, Pitch: -11.68 degrees"
37:06.9,"Roll: -20.96 degrees, Pitch: -10.88 degrees"
37:06.9,"Roll: -20.91 degrees, Pitch: -10.87 degrees"
37:06.9,"Roll: -20.98 degrees, Pitch: -10.74 degrees"
37:06.9,"Roll: -21.06 degrees, Pitch: -10.82 degrees"
37:06.9,"Roll: -20.76 degrees, Pitch: -10.37 degrees"
37:06.9,"Roll: -20.50 degrees, Pitch: -10.77 degrees"
37:07.0,"Roll: -20.07 degrees, Pitch: -10.93 degrees"
37:07.0,"Roll: -21.05 degrees, Pitch: -10.36 degrees"
37:07.0,"Roll: -21.06 degrees, Pitch: -10.84 degrees"
37:07.0,"Roll: -20.63 degrees, Pitch: -10.67 degrees"
37:07.0,"Roll: -20.31 degrees, Pitch: -10.70 degrees"
37:07.0,"Roll: -20.54 degrees, Pitch: -11.04 degrees"
37:07.0,"Roll: -20.92 degrees, Pitch: -11.62 degrees"
37:07.0,"Roll: -20.50 degrees, Pitch: -10.89 degrees"
37:07.6,"Roll: -20.59 degrees, Pitch: -10.56 degrees"
37:07.6,"Roll: -20.07 degrees, Pitch: -10.89 degrees"
37:07.6,"Roll: -20.21 degrees, Pitch: -11.42 degrees"
37:07.6,"Roll: -20.45 degrees, Pitch: -11.23 degrees"
37:07.6,"Roll: -20.44 degrees, Pitch: -11.33 degrees"
37:07.6,"Roll: -21.18 degrees, Pitch: -11.75 degrees"
37:07.6,"Roll: -21.52 degrees, Pitch: -11.62 degrees"
37:07.6,"Roll: -21.30 degrees, Pitch: -11.94 degrees"
37:07.6,"Roll: -20.93 degrees, Pitch: -11.74 degrees"
37:07.6,"Roll: -21.14 degrees, Pitch: -11.65 degrees"
37:07.6,"Roll: -21.16 degrees, Pitch: -11.53 degrees"
37:07.6,"Roll: -21.14 degrees, Pitch: -11.66 degrees"
37:07.6,"Roll: -21.25 degrees, Pitch: -11.88 degrees"
37:07.6,"Roll: -21.45 degrees, Pitch: -11.37 degrees"
37:07.6,"Roll: -21.38 degrees, Pitch: -11.80 degrees"
37:07.6,"Roll: -21.19 degrees, Pitch: -11.44 degrees"
37:07.6,"Roll: -21.13 degrees, Pitch: -11.90 degrees"
