Timestamp,"Data
"
18:20.1,"Roll: -6.69 degrees, Pitch: -39.37 degrees"
18:20.1,"Roll: -7.66 degrees, Pitch: -37.24 degrees"
18:20.1,"Roll: -11.13 degrees, Pitch: -35.94 degrees"
18:20.1,"Roll: -25.35 degrees, Pitch: 2.39 degrees"
18:20.1,"Roll: -27.01 degrees, Pitch: -28.14 degrees"
18:20.1,"Roll: -22.96 degrees, Pitch: -38.66 degrees"
18:20.1,"Roll: -12.42 degrees, Pitch: -8.41 degrees"
18:20.1,"Roll: -1.77 degrees, Pitch: -27.94 degrees"
18:20.1,"Roll: -6.90 degrees, Pitch: -38.18 degrees"
18:20.2,"Roll: -19.29 degrees, Pitch: -16.53 degrees"
18:20.2,"Roll: -18.36 degrees, Pitch: -21.61 degrees"
18:20.2,"Roll: -18.82 degrees, Pitch: -24.03 degrees"
18:20.2,"Roll: -20.52 degrees, Pitch: -9.40 degrees"
18:20.2,"Roll: -28.80 degrees, Pitch: -1.09 degrees"
18:20.2,"Roll: -31.75 degrees, Pitch: -2.98 degrees"
18:20.2,"Roll: -25.80 degrees, Pitch: -6.75 degrees"
18:20.2,"Roll: -23.84 degrees, Pitch: -6.37 degrees"
18:20.2,"Roll: -23.25 degrees, Pitch: -4.94 degrees"
18:20.3,"Roll: -21.04 degrees, Pitch: -0.50 degrees"
18:20.3,"Roll: -20.05 degrees, Pitch: -1.52 degrees"
18:20.3,"Roll: -19.13 degrees, Pitch: -3.64 degrees"
18:20.3,"Roll: -15.92 degrees, Pitch: -5.61 degrees"
18:20.3,"Roll: -12.12 degrees, Pitch: -9.49 degrees"
18:20.3,"Roll: -9.19 degrees, Pitch: -10.75 degrees"
18:20.3,"Roll: -5.45 degrees, Pitch: -9.52 degrees"
18:20.3,"Roll: -2.28 degrees, Pitch: -8.68 degrees"
18:20.3,"Roll: 1.56 degrees, Pitch: -6.94 degrees"
18:20.4,"Roll: 6.90 degrees, Pitch: -6.15 degrees"
18:20.4,"Roll: 11.81 degrees, Pitch: -5.22 degrees"
18:20.4,"Roll: 16.45 degrees, Pitch: -7.09 degrees"
18:20.4,"Roll: 23.05 degrees, Pitch: -9.73 degrees"
18:20.4,"Roll: 29.24 degrees, Pitch: -12.57 degrees"
18:20.4,"Roll: 34.85 degrees, Pitch: -13.24 degrees"
18:20.4,"Roll: 38.53 degrees, Pitch: -15.56 degrees"
18:20.4,"Roll: 43.55 degrees, Pitch: -14.82 degrees"
18:20.4,"Roll: 48.32 degrees, Pitch: -13.57 degrees"
18:20.5,"Roll: 51.28 degrees, Pitch: -10.71 degrees"
18:20.5,"Roll: 52.46 degrees, Pitch: -7.65 degrees"
18:20.5,"Roll: 59.15 degrees, Pitch: -3.95 degrees"
18:20.5,"Roll: 67.58 degrees, Pitch: -2.91 degrees"
18:20.5,"Notification sent: Angle 40 detected"
18:20.5,"Notification sent: Angle 50 detected"
18:21.0,"Roll: 49.20 degrees, Pitch: -11.05 degrees"
18:21.1,"Roll: 40.10 degrees, Pitch: -7.35 degrees"
18:21.1,"Roll: 26.75 degrees, Pitch: -11.66 degrees"
18:21.1,"Roll: 20.55 degrees, Pitch: -21.28 degrees"
18:21.1,"Roll: 18.50 degrees, Pitch: -10.38 degrees"
18:21.1,"Roll: -6.06 degrees, Pitch: 2.28 degrees"
18:21.1,"Roll: -10.54 degrees, Pitch: -25.00 degrees"
18:21.1,"Roll: -11.68 degrees, Pitch: -18.13 degrees"
18:21.1,"Roll: -9.81 degrees, Pitch: -14.40 degrees"
18:21.1,"Roll: -7.31 degrees, Pitch: -16.44 degrees"
18:21.2,"Roll: -8.04 degrees, Pitch: -15.74 degrees"
18:21.2,"Roll: -12.34 degrees, Pitch: -14.57 degrees"
18:21.2,"Roll: -19.03 degrees, Pitch: -13.75 degrees"
18:21.2,"Roll: -23.74 degrees, Pitch: -12.17 degrees"
18:21.2,"Roll: -27.02 degrees, Pitch: -9.69 degrees"
18:21.2,"Roll: -24.10 degrees, Pitch: -8.45 degrees"
18:21.2,"Roll: -16.10 degrees, Pitch: -7.28 degrees"
18:21.2,"Roll: -27.85 degrees, Pitch: -4.19 degrees"
18:21.2,"Roll: -38.76 degrees, Pitch: 3.82 degrees"
18:21.3,"Roll: -41.21 degrees, Pitch: 5.79 degrees"
18:21.3,"Roll: -33.33 degrees, Pitch: 1.36 degrees"
18:21.3,"Roll: -23.91 degrees, Pitch: -1.61 degrees"
18:21.3,"Roll: -26.90 degrees, Pitch: -4.54 degrees"
18:21.3,"Roll: -31.59 degrees, Pitch: 0.32 degrees"
18:21.3,"Roll: -27.92 degrees, Pitch: -4.56 degrees"
18:21.3,"Roll: -26.81 degrees, Pitch: -3.10 degrees"
18:21.3,"Roll: -25.28 degrees, Pitch: -4.94 degrees"
18:21.3,"Roll: -21.78 degrees, Pitch: -6.70 degrees"
18:21.4,"Roll: -22.06 degrees, Pitch: -7.71 degrees"
18:21.4,"Roll: -19.53 degrees, Pitch: -8.43 degrees"
18:21.4,"Roll: -19.71 degrees, Pitch: -9.83 degrees"
18:21.4,"Roll: -17.76 degrees, Pitch: -9.19 degrees"
18:21.4,"Roll: -18.08 degrees, Pitch: -11.68 degrees"
18:21.4,"Roll: -20.34 degrees, Pitch: -11.11 degrees"
18:21.4,"Roll: -21.94 degrees, Pitch: -8.26 degrees"
18:21.4,"Roll: -17.78 degrees, Pitch: -8.03 degrees"
18:21.4,"Roll: -15.91 degrees, Pitch: -9.25 degrees"
18:21.4,"Roll: -16.62 degrees, Pitch: -10.70 degrees"
18:21.5,"Roll: -15.13 degrees, Pitch: -13.13 degrees"
18:21.5,"Roll: -14.49 degrees, Pitch: -11.90 degrees"
18:21.5,"Roll: -17.89 degrees, Pitch: -13.09 degrees"
18:21.5,"Roll: -20.40 degrees, Pitch: -13.57 degrees"
18:21.5,"Roll: -20.65 degrees, Pitch: -12.10 degrees"
18:21.5,"Roll: -21.42 degrees, Pitch: -11.01 degrees"
18:21.5,"Roll: -22.56 degrees, Pitch: -10.78 degrees"
18:21.5,"Roll: -22.08 degrees, Pitch: -9.71 degrees"
18:21.5,"Roll: -21.33 degrees, Pitch: -11.51 degrees"
18:21.6,"Roll: -21.68 degrees, Pitch: -11.76 degrees"
18:21.6,"Roll: -22.19 degrees, Pitch: -11.77 degrees"
18:21.6,"Roll: -22.58 degrees, Pitch: -11.36 degrees"
18:21.6,"Roll: -23.33 degrees, Pitch: -11.38 degrees"
18:21.6,"Roll: -23.52 degrees, Pitch: -9.97 degrees"
18:21.6,"Roll: -23.00 degrees, Pitch: -9.61 degrees"
18:21.6,"Roll: -23.53 degrees, Pitch: -8.81 degrees"
18:21.6,"Roll: -22.29 degrees, Pitch: -9.23 degrees"
18:21.6,"Roll: -21.59 degrees, Pitch: -9.27 degrees"
18:21.7,"Roll: -21.18 degrees, Pitch: -9.87 degrees"
18:21.7,"Roll: -21.85 degrees, Pitch: -10.24 degrees"
18:21.7,"Roll: -22.21 degrees, Pitch: -10.42 degrees"
18:21.7,"Roll: -21.50 degrees, Pitch: -11.15 degrees"
18:21.7,"Roll: -21.05 degrees, Pitch: -10.34 degrees"
18:21.7,"Roll: -21.13 degrees, Pitch: -9.17 degrees"
18:21.7,"Roll: -20.88 degrees, Pitch: -8.63 degrees"
18:21.7,"Roll: -21.05 degrees, Pitch: -8.58 degrees"
18:21.7,"Roll: -21.21 degrees, Pitch: -8.98 degrees"
18:21.8,"Roll: -20.29 degrees, Pitch: -8.75 degrees"
18:21.8,"Roll: -20.70 degrees, Pitch: -10.31 degrees"
18:21.8,"Roll: -19.80 degrees, Pitch: -10.47 degrees"
18:21.8,"Roll: -19.24 degrees, Pitch: -9.66 degrees"
18:21.8,"Roll: -19.38 degrees, Pitch: -8.84 degrees"
18:21.8,"Roll: -20.81 degrees, Pitch: -8.34 degrees"
18:21.8,"Roll: -20.87 degrees, Pitch: -6.95 degrees"
18:21.8,"Roll: -19.19 degrees, Pitch: -7.29 degrees"
18:21.8,"Roll: -18.99 degrees, Pitch: -7.63 degrees"
18:21.9,"Roll: -17.94 degrees, Pitch: -7.87 degrees"
18:21.9,"Roll: -16.44 degrees, Pitch: -9.30 degrees"
18:21.9,"Roll: -15.85 degrees, Pitch: -10.59 degrees"
18:21.9,"Roll: -15.49 degrees, Pitch: -9.98 degrees"
18:21.9,"Roll: -16.48 degrees, Pitch: -9.33 degrees"
18:21.9,"Roll: -17.59 degrees, Pitch: -7.98 degrees"
18:21.9,"Roll: -16.63 degrees, Pitch: -6.99 degrees"
18:21.9,"Roll: -14.72 degrees, Pitch: -7.40 degrees"
18:21.9,"Roll: -11.94 degrees, Pitch: -7.98 degrees"
18:22.0,"Roll: -10.49 degrees, Pitch: -8.07 degrees"
18:22.0,"Roll: -10.80 degrees, Pitch: -8.29 degrees"
18:22.0,"Roll: -11.88 degrees, Pitch: -7.44 degrees"
18:22.0,"Roll: -9.65 degrees, Pitch: -9.59 degrees"
18:22.0,"Roll: -5.66 degrees, Pitch: -10.24 degrees"
18:22.0,"Roll: -5.10 degrees, Pitch: -9.92 degrees"
18:22.0,"Roll: -6.23 degrees, Pitch: -8.56 degrees"
18:22.0,"Roll: -7.03 degrees, Pitch: -7.51 degrees"
18:22.0,"Roll: -6.09 degrees, Pitch: -6.42 degrees"
18:22.1,"Roll: -4.34 degrees, Pitch: -5.18 degrees"
18:22.1,"Roll: -3.68 degrees, Pitch: -4.81 degrees"
18:22.1,"Roll: -3.92 degrees, Pitch: -4.98 degrees"
18:22.1,"Roll: -3.68 degrees, Pitch: -6.38 degrees"
18:22.1,"Roll: -2.69 degrees, Pitch: -9.26 degrees"
18:22.1,"Roll: -2.30 degrees, Pitch: -11.72 degrees"
18:22.1,"Roll: -2.04 degrees, Pitch: -12.52 degrees"
18:22.1,"Roll: -3.71 degrees, Pitch: -10.88 degrees"
18:22.1,"Roll: -2.19 degrees, Pitch: -9.37 degrees"
18:22.2,"Roll: -0.16 degrees, Pitch: -8.92 degrees"
18:22.2,"Roll: 2.80 degrees, Pitch: -8.38 degrees"
18:22.2,"Roll: 7.10 degrees, Pitch: -9.17 degrees"
18:22.2,"Roll: 10.61 degrees, Pitch: -10.73 degrees"
18:22.2,"Roll: 12.67 degrees, Pitch: -13.46 degrees"
18:22.2,"Roll: 17.22 degrees, Pitch: -13.12 degrees"
18:22.2,"Roll: 20.64 degrees, Pitch: -15.39 degrees"
18:22.2,"Roll: 25.57 degrees, Pitch: -16.03 degrees"
18:22.2,"Roll: 34.60 degrees, Pitch: -14.69 degrees"
18:22.3,"Roll: 39.04 degrees, Pitch: -12.24 degrees"
18:22.3,"Notification sent: Angle 40 detected"
18:22.3,"Notification sent: Angle 50 detected"
18:22.7,"Roll: 35.65 degrees, Pitch: -9.96 degrees"
18:22.7,"Roll: 23.73 degrees, Pitch: -13.37 degrees"
18:22.7,"Roll: 15.18 degrees, Pitch: -15.62 degrees"
18:22.8,"Roll: 6.37 degrees, Pitch: -16.38 degrees"
18:22.8,"Roll: 0.71 degrees, Pitch: -16.02 degrees"
18:22.8,"Roll: -1.48 degrees, Pitch: -15.06 degrees"
18:22.8,"Roll: -1.92 degrees, Pitch: -14.73 degrees"
18:22.8,"Roll: -2.64 degrees, Pitch: -12.90 degrees"
18:22.8,"Roll: -2.40 degrees, Pitch: -9.91 degrees"
18:22.8,"Roll: -7.69 degrees, Pitch: -9.17 degrees"
18:22.8,"Roll: -16.54 degrees, Pitch: -10.72 degrees"
18:22.8,"Roll: -23.55 degrees, Pitch: -10.51 degrees"
18:22.9,"Roll: -24.29 degrees, Pitch: -7.39 degrees"
18:22.9,"Roll: -21.13 degrees, Pitch: -6.63 degrees"
18:22.9,"Roll: -21.55 degrees, Pitch: -6.95 degrees"
18:22.9,"Roll: -25.59 degrees, Pitch: -6.53 degrees"
18:22.9,"Roll: -27.20 degrees, Pitch: -5.39 degrees"
18:22.9,"Roll: -25.65 degrees, Pitch: -5.15 degrees"
18:22.9,"Roll: -25.69 degrees, Pitch: -4.59 degrees"
18:22.9,"Roll: -27.33 degrees, Pitch: -4.64 degrees"
18:22.9,"Roll: -27.76 degrees, Pitch: -5.50 degrees"
18:23.0,"Roll: -28.02 degrees, Pitch: -5.90 degrees"
18:23.0,"Roll: -27.28 degrees, Pitch: -6.66 degrees"
18:23.0,"Roll: -28.40 degrees, Pitch: -6.51 degrees"
18:23.0,"Roll: -29.17 degrees, Pitch: -6.38 degrees"
18:23.0,"Roll: -27.70 degrees, Pitch: -5.99 degrees"
18:23.0,"Roll: -27.06 degrees, Pitch: -6.01 degrees"
18:23.0,"Roll: -27.51 degrees, Pitch: -5.96 degrees"
18:23.0,"Roll: -27.38 degrees, Pitch: -6.85 degrees"
18:23.0,"Roll: -26.10 degrees, Pitch: -7.09 degrees"
18:23.1,"Roll: -25.71 degrees, Pitch: -7.74 degrees"
18:23.1,"Roll: -25.68 degrees, Pitch: -8.49 degrees"
18:23.1,"Roll: -25.83 degrees, Pitch: -7.88 degrees"
18:23.1,"Roll: -25.59 degrees, Pitch: -7.16 degrees"
18:23.1,"Roll: -25.95 degrees, Pitch: -6.64 degrees"
18:23.1,"Roll: -25.99 degrees, Pitch: -5.87 degrees"
18:23.1,"Roll: -25.76 degrees, Pitch: -6.59 degrees"
18:23.1,"Roll: -25.02 degrees, Pitch: -7.23 degrees"
18:23.1,"Roll: -23.58 degrees, Pitch: -9.23 degrees"
18:23.2,"Roll: -24.03 degrees, Pitch: -9.50 degrees"
18:23.2,"Roll: -25.71 degrees, Pitch: -9.22 degrees"
18:23.2,"Roll: -26.31 degrees, Pitch: -8.25 degrees"
18:23.2,"Roll: -26.14 degrees, Pitch: -7.44 degrees"
18:23.2,"Roll: -26.20 degrees, Pitch: -6.93 degrees"
18:23.2,"Roll: -26.34 degrees, Pitch: -6.83 degrees"
18:23.2,"Roll: -26.49 degrees, Pitch: -6.10 degrees"
18:23.2,"Roll: -25.99 degrees, Pitch: -6.37 degrees"
18:23.2,"Roll: -25.91 degrees, Pitch: -7.18 degrees"
18:23.2,"Roll: -25.68 degrees, Pitch: -7.84 degrees"
18:23.3,"Roll: -25.72 degrees, Pitch: -8.49 degrees"
18:23.3,"Roll: -25.74 degrees, Pitch: -7.41 degrees"
18:23.3,"Roll: -26.20 degrees, Pitch: -7.86 degrees"
18:23.3,"Roll: -25.49 degrees, Pitch: -7.19 degrees"
18:23.3,"Roll: -24.92 degrees, Pitch: -6.62 degrees"
18:23.3,"Roll: -24.59 degrees, Pitch: -6.94 degrees"
18:23.3,"Roll: -23.85 degrees, Pitch: -7.40 degrees"
18:23.3,"Roll: -24.09 degrees, Pitch: -6.80 degrees"
18:23.3,"Roll: -24.52 degrees, Pitch: -6.96 degrees"
18:23.4,"Roll: -24.55 degrees, Pitch: -6.88 degrees"
18:23.4,"Roll: -24.67 degrees, Pitch: -7.07 degrees"
18:23.4,"Roll: -23.19 degrees, Pitch: -7.77 degrees"
18:23.4,"Roll: -23.74 degrees, Pitch: -7.83 degrees"
18:23.4,"Roll: -23.13 degrees, Pitch: -7.10 degrees"
18:23.4,"Roll: -24.12 degrees, Pitch: -6.45 degrees"
18:23.4,"Roll: -24.22 degrees, Pitch: -6.45 degrees"
18:23.4,"Roll: -24.51 degrees, Pitch: -6.33 degrees"
18:23.4,"Roll: -23.99 degrees, Pitch: -6.28 degrees"
18:23.5,"Roll: -23.40 degrees, Pitch: -6.57 degrees"
18:23.5,"Roll: -23.42 degrees, Pitch: -7.30 degrees"
18:23.5,"Roll: -23.98 degrees, Pitch: -6.94 degrees"
18:23.5,"Roll: -23.65 degrees, Pitch: -7.62 degrees"
18:23.5,"Roll: -24.09 degrees, Pitch: -6.84 degrees"
18:23.5,"Roll: -24.73 degrees, Pitch: -6.69 degrees"
18:23.5,"Roll: -24.22 degrees, Pitch: -6.62 degrees"
18:23.5,"Roll: -23.75 degrees, Pitch: -6.38 degrees"
18:23.5,"Roll: -24.62 degrees, Pitch: -6.47 degrees"
18:23.6,"Roll: -24.42 degrees, Pitch: -6.72 degrees"
18:23.6,"Roll: -24.85 degrees, Pitch: -6.61 degrees"
18:23.6,"Roll: -24.70 degrees, Pitch: -6.53 degrees"
18:23.6,"Roll: -24.39 degrees, Pitch: -7.09 degrees"
18:23.6,"Roll: -24.49 degrees, Pitch: -6.79 degrees"
18:23.6,"Roll: -23.96 degrees, Pitch: -6.97 degrees"
18:23.6,"Roll: -23.58 degrees, Pitch: -6.89 degrees"
18:23.6,"Roll: -23.54 degrees, Pitch: -6.70 degrees"
18:23.6,"Roll: -23.60 degrees, Pitch: -6.21 degrees"
18:23.7,"Roll: -23.55 degrees, Pitch: -5.78 degrees"
18:23.7,"Roll: -23.61 degrees, Pitch: -5.92 degrees"
18:23.7,"Roll: -23.19 degrees, Pitch: -6.22 degrees"
18:23.7,"Roll: -23.14 degrees, Pitch: -5.62 degrees"
18:23.7,"Roll: -23.68 degrees, Pitch: -5.64 degrees"
18:23.7,"Roll: -23.12 degrees, Pitch: -5.78 degrees"
18:23.7,"Roll: -23.51 degrees, Pitch: -6.15 degrees"
18:23.7,"Roll: -23.50 degrees, Pitch: -6.10 degrees"
18:23.7,"Roll: -23.46 degrees, Pitch: -6.12 degrees"
18:23.8,"Roll: -22.98 degrees, Pitch: -6.85 degrees"
18:23.8,"Roll: -22.74 degrees, Pitch: -6.60 degrees"
18:23.8,"Roll: -23.34 degrees, Pitch: -6.45 degrees"
18:23.8,"Roll: -23.72 degrees, Pitch: -6.64 degrees"
18:23.8,"Roll: -23.83 degrees, Pitch: -6.10 degrees"
18:23.8,"Roll: -22.89 degrees, Pitch: -6.47 degrees"
18:23.8,"Roll: -22.75 degrees, Pitch: -6.65 degrees"
18:23.8,"Roll: -23.71 degrees, Pitch: -6.27 degrees"
18:23.8,"Roll: -23.63 degrees, Pitch: -5.98 degrees"
18:23.9,"Roll: -22.90 degrees, Pitch: -6.29 degrees"
18:23.9,"Roll: -22.29 degrees, Pitch: -6.77 degrees"
18:23.9,"Roll: -23.67 degrees, Pitch: -6.52 degrees"
18:23.9,"Roll: -23.61 degrees, Pitch: -7.44 degrees"
18:23.9,"Roll: -23.80 degrees, Pitch: -7.28 degrees"
18:23.9,"Roll: -22.97 degrees, Pitch: -6.84 degrees"
